No.,CS,GS,MIC,MIR,DMIC,DMIR,GCG,CPG,GS95
1,0.8432506786043882,0.15863997993513873,2.4014040599667217,4.725033395015003,8.51671264896922,8.516712648969214,NGC,Core,0.5043593797221609
2,0.8782481334312047,-0.2950076685426654,1.9313945084427215,1.516770024706099,2.837476329272414,2.837476329272415,NGC,Core,0.5043593797221609
3,0.6627333459866231,-0.08252085908780361,2.2394683255400043,1.3419711400328878,8.760736224918594,8.760736224918594,NGC,Core,0.5043593797221609
4,0.8301821509384276,0.46028442783123813,2.1682244367284396,7.517557713652104,5.801955841105237,5.8019558411052365,NGC,Core,0.5043593797221609
5,0.5156118299162775,0.7352592465096869,1.855255941739134,6.13582983055869,4.434139871272292,4.43413987127229,GC,Peri,0.5043593797221609
6,0.9222969235554779,0.9687447603364863,2.1637098481515626,5.217158642561706,4.187188905724488,4.187188905724486,GC,Core,0.5043593797221609
7,0.943346239634718,0.9875675482375902,2.5027535750674814,7.1962703744480825,7.404205703716016,7.404205703716019,GC,Core,0.5043593797221609
8,0.6704729735453643,0.9760474499612064,1.9711899824385724,5.277031701673467,7.649976126086623,7.649976126086625,GC,Core,0.5043593797221609
9,0.9153967255184179,1.1722960597691545,2.1569658717863684,6.000504529510206,10.146286620883606,10.14628662088361,GC,Core,0.5043593797221609
10,0.9253760731673378,0.8555740257060401,1.848568870719577,10.094340655241377,4.3560966341110925,4.356096634111094,GC,Core,0.5043593797221609
11,0.8751589556534229,0.7852142081338654,2.253038279941922,4.851679010886626,6.669769230921038,6.669769230921036,GC,Core,0.5043593797221609
12,0.9256616859015387,1.0420013427574861,1.9939904558081125,3.580790660387807,3.8726804698773907,3.8726804698773902,GC,Core,0.5043593797221609
13,0.8935058179093398,1.1167652303172377,2.2849138784403,4.712522492776639,9.513866722526684,9.513866722526684,GC,Core,0.5043593797221609
14,0.919810207820832,0.9005545852726029,1.956454887572561,2.733463225382968,6.129844009175497,6.129844009175496,GC,Core,0.5043593797221609
15,0.8669971709553373,0.6827299303218314,1.5078516919229064,2.3193192226077635,3.1237873484648753,3.123787348464872,GC,Core,0.5043593797221609
16,0.6180348450837044,1.087724350910376,2.5693272505123392,3.533813095845667,5.95310980509914,5.953109805099138,GC,Core,0.5043593797221609
17,0.7345823114396286,0.7947888247209306,1.8921107239215158,1.4834474066465675,5.423438520022177,5.423438520022177,GC,Core,0.5043593797221609
18,0.2521696794553222,0.4425543529962028,2.6613018382152793,1.4415436197279485,1.5776392383699147,1.5776392383699152,NGC,Peri,0.5043593797221609
19,0.9619455365859193,0.96019095529843,2.3891837883976614,2.7241368195943334,4.614344700710407,4.6143447007104115,GC,Core,0.5043593797221609
20,0.9298991719254147,0.5795243601514973,1.5188073818998795,1.8260949128691122,3.1452906937384806,3.14529069373848,GC,Core,0.5043593797221609
21,0.9360242658130701,1.0276865114485776,2.0416034319109326,1.811473982782105,5.8063249418011775,5.80632494180118,GC,Core,0.5043593797221609
22,0.5624990484404724,0.5862156842153522,1.9218571387782717,2.605206107270286,5.553578620264507,5.553578620264509,GC,Peri,0.5043593797221609
23,0.9905693162977366,0.8443497114245161,2.366401169453748,1.2298439075884189,5.055950614849682,5.0559506148496824,GC,Core,0.5043593797221609
24,0.6485825083823278,0.37661067793268704,1.819706406485196,1.534759883843578,6.730512017643263,6.73051201764326,NGC,Core,0.5043593797221609
25,0.7213424960735471,0.9352229735390236,2.179468697759357,1.3521134633635166,5.641134951011615,5.641134951011616,GC,Core,0.5043593797221609
26,0.0941879351998772,0.9097856110987069,2.4413908465836753,1.3179491664803265,3.908776986466452,3.9087769864664494,GC,Peri,0.5043593797221609
27,0.7472353577917703,0.8441773792953634,1.9478391636893304,1.068234577257742,7.02076918064339,7.020769180643389,GC,Core,0.5043593797221609
28,0.15447981267654923,0.3769953378328892,1.627497130053136,0.8496875194042621,2.4254758468067945,2.425475846806796,NGC,Peri,0.5043593797221609
29,0.41995044750463006,-0.04915690734823056,1.741352526755296,3.3171927029005586,3.660370225700937,3.660370225700936,NGC,Peri,0.5043593797221609
