No.,CS,GS,MIC,MIR,DMIC,DMIR,GCG,CPG,GS95
1,0.5474825667585868,-0.4100778314567853,3.027450584372478,2.1518686702114107,4.203500209210059,4.203500209210063,NGC,Peri,0.5147007459633498
2,0.6387706067144375,-0.010960377954020781,2.878190262604691,4.057822943221291,5.894361128685688,5.894361128685688,NGC,Core,0.5147007459633498
3,0.7428588199975292,0.44670309013212944,3.038222374158291,1.040233374692261,9.922906687441241,9.922906687441243,NGC,Core,0.5147007459633498
4,0.6981382322104339,0.26902886433433837,2.351044227317633,0.8978628489703389,7.260951348761917,7.260951348761917,NGC,Core,0.5147007459633498
5,0.1282580932284638,0.3056718722516597,3.118139387052753,1.9384436849877178,3.416422522939913,3.41642252293991,NGC,Peri,0.5147007459633498
6,0.01757339186671172,-0.18743694345781078,3.023145005333816,0.4989705998227372,4.162200497323161,4.162200497323161,NGC,Peri,0.5147007459633498
7,0.03785114265457311,0.03692217298077651,2.6180457218228352,0.9350627486389096,6.670937339661565,6.670937339661564,NGC,Peri,0.5147007459633498
8,0.5350794696103127,0.22082871514724633,2.457645903171507,0.9234378842154894,4.423961932044596,4.423961932044596,NGC,Peri,0.5147007459633498
9,0.7648487284697709,0.470681826370065,2.9239962352997346,0.6681395928892021,6.367302615440196,6.367302615440194,NGC,Core,0.5147007459633498
10,0.01690856282222491,0.08744168474092927,2.4315872255381166,1.2269532517259665,3.1390928597807846,3.139092859780787,NGC,Peri,0.5147007459633498
11,0.9738781763373492,0.9568736764468561,2.4892924594682664,6.142461637161202,4.7626952100580375,4.762695210058039,GC,Core,0.5147007459633498
12,0.6819215146123165,0.4730145683563782,3.6506580902284465,4.114321246408464,6.612662558930467,6.612662558930461,NGC,Core,0.5147007459633498
13,0.959880062663659,1.1611270411184431,2.5227430249795044,6.522015276884735,4.738735813340891,4.738735813340891,GC,Core,0.5147007459633498
14,0.007535276503528899,0.7021136146399646,2.824816519518946,1.19745841729021,3.6072923403511354,3.6072923403511363,GC,Peri,0.5147007459633498
15,0.9278247821008425,1.049707572464931,2.398348052078479,2.808891128224705,5.016553284766926,5.016553284766924,GC,Core,0.5147007459633498
16,0.9411556718604376,0.8406579315007914,2.4054930780091155,2.4520210751552036,5.085642234498501,5.0856422344985,GC,Core,0.5147007459633498
17,0.9409544465998816,1.144281487556169,2.3693767572160986,3.0583099595355483,3.913446701633842,3.9134467016338434,GC,Core,0.5147007459633498
18,0.9766541800282303,0.8948430016711567,2.48367642705843,1.7967628199737489,2.5390863843550813,2.53908638435508,GC,Core,0.5147007459633498
19,0.9311212149384304,0.9501735851290581,2.935642076319515,4.467885412762858,6.180537944986661,6.180537944986666,GC,Core,0.5147007459633498
20,0.3886804933463158,0.5502885447103117,3.675845926146843,1.37023077204198,3.0265208640636985,3.0265208640636967,GC,Peri,0.5147007459633498
21,0.19952782557714316,0.6003116152093392,2.5956431341922848,4.532503778327046,3.193738502199481,3.1937385021994773,GC,Peri,0.5147007459633498
22,0.6012002389213899,1.1797428056061061,3.208653486882756,1.350752583736046,5.157439942543618,5.1574399425436175,GC,Core,0.5147007459633498
23,0.9465956565008723,0.8061418139293107,2.945878028437189,3.3887065599118835,7.748769707285709,7.748769707285711,GC,Core,0.5147007459633498
24,0.9582585722862694,1.0702810055315255,2.5811673087647993,3.3014289588773345,4.718811789146299,4.718811789146299,GC,Core,0.5147007459633498
25,0.41325915528687474,0.9322323027991412,3.0381343551379905,2.0272707309084845,7.489323054992178,7.489323054992173,GC,Peri,0.5147007459633498
26,0.5006239718022081,0.24761489325970623,2.747534527630753,1.0020940993568586,0.38288467832069845,0.3828846783206994,NGC,Peri,0.5147007459633498
27,0.26418344752120215,0.556450852540124,3.212711413260892,4.508649554460694,6.791126608852271,6.791126608852271,GC,Peri,0.5147007459633498
28,0.7934419385110896,1.2306709117396533,3.4429496663212174,4.260584896074622,6.2327064578423315,6.23270645784233,GC,Core,0.5147007459633498
29,0.8732339651394658,1.077924738400532,2.3342215311476795,2.1910977496231308,3.8577937698955456,3.8577937698955442,GC,Core,0.5147007459633498
30,0.4920005858107575,0.7719942377919115,3.5967653203240175,0.7220215924981833,7.472808811941754,7.47280881194175,GC,Peri,0.5147007459633498
31,0.8488102880791665,0.7907508518912731,3.3205986475598825,4.720335246818743,9.523802527057907,9.523802527057901,GC,Core,0.5147007459633498
32,0.9092571771612828,0.5853453160392424,2.6234479313975596,1.6912127584153607,4.929194490490937,4.929194490490939,GC,Core,0.5147007459633498
33,0.8340727232734145,0.9150814879398554,2.2509897563108425,1.4270477131943347,6.381359592299717,6.381359592299716,GC,Core,0.5147007459633498
34,0.9180318342765807,0.6114769103044423,3.0583002257068377,2.008052573211928,3.7242288700308905,3.724228870030892,GC,Core,0.5147007459633498
35,0.6212973041349038,0.9259546092841578,2.760162142987136,1.3106084337501762,2.989377105092972,2.9893771050929754,GC,Core,0.5147007459633498
36,0.8205734842149806,0.9588817189912344,1.7362153862176695,1.3592561914134706,4.49528580124063,4.495285801240632,GC,Core,0.5147007459633498
37,0.408129747076183,0.7439611173151582,3.238794539075244,1.3291718794537302,7.368830789104524,7.368830789104526,GC,Peri,0.5147007459633498
38,0.40004235911580294,0.6481498119807839,1.980385424410927,0.6446988814746007,2.7102950300570896,2.710295030057093,GC,Peri,0.5147007459633498
39,0.8818346129773655,0.7162174247115886,1.9189865818371483,1.9385328875695174,6.920763380070456,6.920763380070457,GC,Core,0.5147007459633498
40,0.9741525283117886,0.937797928275394,2.8570939709662695,1.3778671175735382,6.410519075088994,6.410519075088994,GC,Core,0.5147007459633498
41,0.7613006832550202,0.9625616536869277,2.8348466392347795,2.16054259535795,6.140554433865912,6.140554433865911,GC,Core,0.5147007459633498
42,0.8128074729801931,0.8630177432768859,2.489830176981594,1.3941353929362528,6.241128059012279,6.241128059012278,GC,Core,0.5147007459633498
43,0.2943095330577419,1.116241496301481,3.355122494143868,1.1728323493193333,8.048873468201458,8.048873468201462,GC,Peri,0.5147007459633498
44,0.6745746385009342,0.704144163658793,2.431001279850031,1.3968644983252063,5.140412945684907,5.1404129456849095,GC,Core,0.5147007459633498
45,0.8127646214910272,0.29706165678326313,2.6145248894904722,2.226530007240645,7.1879068266910355,7.187906826691037,NGC,Core,0.5147007459633498
46,0.7978010416016885,0.5949327781227051,3.0884609272600345,1.1519762310861452,7.203296941223309,7.203296941223307,GC,Core,0.5147007459633498
47,0.5717978789161974,0.5333100923182418,2.3754999640293692,1.368122254938347,3.2170676391523285,3.2170676391523294,GC,Peri,0.5147007459633498
48,0.9453244043354414,1.0920314172159808,2.5709225327748677,0.9166280610875106,6.820032334828214,6.820032334828212,GC,Core,0.5147007459633498
49,0.7134332645579945,0.8858788432545484,2.144990541160601,0.8016852419933351,4.55120485328985,4.55120485328985,GC,Core,0.5147007459633498
50,0.09542776876670593,0.43850377492265347,2.6123329450381907,1.7115848942960485,2.893465131135766,2.8934651311357644,NGC,Peri,0.5147007459633498
51,0.7687707209159693,0.587761805186363,2.4007863332630133,1.7156537777993368,8.39214021937921,8.392140219379208,GC,Core,0.5147007459633498
52,0.6247567417688636,0.7940265410615371,2.7283153787237358,1.4945857189019482,2.9220370428013944,2.922037042801392,GC,Core,0.5147007459633498
53,0.2761182635452304,-0.2717819251054425,3.4723899372036398,1.884932908736514,6.887220042667504,6.887220042667501,NGC,Peri,0.5147007459633498
54,0.9452104963493972,-0.05394170049982336,2.5347672851288774,3.6543135196949628,5.483791869061938,5.48379186906194,NGC,Core,0.5147007459633498
55,0.7999748883344141,0.11396203308703438,2.629094109140435,0.8621971956952389,1.8138887295561856,1.8138887295561863,NGC,Core,0.5147007459633498
56,0.5774129862045821,-0.2905155392892199,2.156144990183581,0.606900159363788,4.360190718063145,4.36019071806315,NGC,Peri,0.5147007459633498
57,0.5326923471207337,0.0001606485520246892,3.7569722366542666,3.103575920910981,8.552313207541614,8.552313207541612,NGC,Peri,0.5147007459633498
58,0.07441322217196501,-0.034816102342079915,2.4904676108569266,1.705139822616535,2.729100214723242,2.72910021472324,NGC,Peri,0.5147007459633498
59,0.35078774454532674,0.22606093514960687,2.8144589938256632,1.2269334984925657,4.471927067775234,4.471927067775234,NGC,Peri,0.5147007459633498
60,0.08659248452928839,-0.062246553831487896,2.714578780670588,0.8435336381585968,-0.1527648106734999,-0.15276481067349965,NGC,Peri,0.5147007459633498
61,0.06230498514424462,-0.12316518510258495,3.520909237721684,0.9543797956244224,6.542483057452221,6.542483057452221,NGC,Peri,0.5147007459633498
62,0.017165661371824126,-0.01178095653162342,2.6454795150975072,0.7974785566106686,2.5459869945427958,2.5459869945427993,NGC,Peri,0.5147007459633498
63,0.09370072123432312,0.2166689920151638,2.4132757255531168,0.6874956206948508,1.0391460593364696,1.0391460593364714,NGC,Peri,0.5147007459633498
64,0.3187657326394728,-0.003263832595912869,3.3376692936859227,0.6600715411325369,4.531297091790555,4.531297091790554,NGC,Peri,0.5147007459633498
65,0.7628570223412157,0.29058590185160904,2.2771069147947314,0.9146470732125583,4.081487607068953,4.081487607068952,NGC,Core,0.5147007459633498
66,0.06827213731365757,-0.01982933101183114,2.64001698798186,0.9311291817285419,3.2370612724050463,3.237061272405046,NGC,Peri,0.5147007459633498
67,0.9338546183835168,0.018337485775034728,3.673042424770537,3.3924570690397076,4.803581644544682,4.803581644544683,NGC,Core,0.5147007459633498
68,0.9923701537386229,0.3018253764873062,2.968150852011912,6.886754119301832,5.600464693555769,5.600464693555769,NGC,Core,0.5147007459633498
69,0.92276620330988,0.1179267468641005,3.176086453246943,5.146839344388827,7.643596220901481,7.643596220901482,NGC,Core,0.5147007459633498
