,CS,GS,MIC,MIR,New_MIR,DMIR,GCG,CPG,GCCPG,r_1st_2nd_RM,p_1st_2nd_RM,GS95
105,0.230516384,0.346521872,1.059098401,19.60032077,0.901393846,1.351699881,NGC,Peri,PeriNGC,-0.019941665,0.76155042,0.514700746
106,0.776387762,-0.082371817,1.92807681,37.32000252,1.379239168,4.934956404,NGC,Core,CoreNGC,0.22262618,0.000602601,0.514700746
107,0.537775748,0.240705343,1.279815966,34.83645373,1.490029291,2.49726883,NGC,Peri,PeriNGC,-0.016130708,0.806110351,0.514700746
108,0.627035943,0.145855398,1.786149698,40.36186688,1.355432856,7.854509064,NGC,Core,CoreNGC,0.242692208,0.000177685,0.514700746
109,0.044671768,0.002914784,1.474032071,9.973709023,0.38010537,4.953759933,NGC,Peri,PeriNGC,0.090352849,0.168342079,0.514700746
110,0.196771824,-0.421502263,0.868558694,23.90835995,1.193658211,2.57531329,NGC,Peri,PeriNGC,-0.008582863,0.896098166,0.514700746
111,0.896492115,0.370204796,1.34359907,28.55132981,1.083175068,6.351401821,NGC,Core,CoreNGC,0.250116005,0.000110094,0.514700746
112,0.386024233,0.186199572,0.922696723,14.02586785,0.612622399,-0.013510671,NGC,Peri,PeriNGC,0.181824139,0.005274513,0.514700746
113,0.09534709,-0.36956516,1.237031121,19.98665343,0.897166766,3.631284468,NGC,Peri,PeriNGC,0.245065889,0.000152713,0.514700746
114,0.776198636,0.3318472,1.041450989,27.0023939,1.10257969,4.602761854,NGC,Core,CoreNGC,0.163699082,0.012153918,0.514700746
115,0.068437053,0.092962476,1.622666694,28.69807054,1.113022144,7.463779583,NGC,Peri,PeriNGC,0.084868077,0.195798467,0.514700746
